;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR;VALOR
CONTA;Custo de Bens e/ou Serviços Vendidos;Deduções da Receita Bruta;Despesas;Despesas Com Vendas;Despesas Financeiras;Despesas Gerais e Administrativas;Despesas Tributárias;Despesas da Intermediação Financeira;Despesas de Pessoal;Financeiras;IR Diferido;Lucro/Prejuízo do Período;Outras Despesas Administrativas;Outras Despesas Operacionais;Outras Despesas/Receitas Operacionais;Outras Receitas Operacionais;Part. de Acionistas Não Controladores;Participações/Contribuições Estatutárias;Perdas pela Não Recuperabilidade de Ativos ;Provisão para IR e Contribuição Social;Receita Bruta de Vendas e/ou Serviços;Receita Líquida de Vendas e/ou Serviços;Receitas;Receitas Financeiras;Receitas da Intermediação Financeira;Receitas de Prestação de Serviços;Resultado Antes Tributação/Participações;Resultado Bruto;Resultado Bruto Intermediação Financeira;Resultado Não Operacional;Resultado Operacional;Resultado da Equivalência Patrimonial;Reversão dos Juros sobre Capital Próprio
Unnamed: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
666;;;;;;;;;;;;;-13,545;;;;;;;;;;;;;;;;;;;;
667;;;;;;;-8,278;;;;;;;;;;;;;;;;;;;;;;;;;;
668;;;;;;;;;;;;;;;;3,48;;;;;;;;;;;;;;;;;
669;;;;;;;;;;;;;;-1,7;;;;;;;;;;;;;;;;;;;
670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85,834;;
672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,908;;;
673;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
674;;;-1,908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
675;;;;;;;;;;;;;;;;;;;;;;;;;;;83,926;;;;;;
676;;;;;;;;;;;;;;;;;;;;-18,311;;;;;;;;;;;;;
677;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
678;;;;;;;;;;;;;;;;;;-15,445;;;;;;;;;;;;;;;
679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
680;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
681;;;;;;;;;;;;50,17;;;;;;;;;;;;;;;;;;;;;
682;;;;;;;;;;;;;;;;;;;;;;;;;207,606;;;;;;;;
683;;;;;;;;-116,394;;;;;;;;;;;;;;;;;;;;;;;;;
684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,212;;;;
685;;;;;;;;;;;;;;;-12,52;;;;;;;;;;;;;;;;;;
686;;;;;;;;;;;;;;;;;;;;;;;;;;24,431;;;;;;;
687;;;;;;;;;-20,943;;;;;;;;;;;;;;;;;;;;;;;;
688;;;;;;;;;;;;;-14,348;;;;;;;;;;;;;;;;;;;;
689;;;;;;;-8,281;;;;;;;;;;;;;;;;;;;;;;;;;;
690;;;;;;;;;;;;;;;;7,311;;;;;;;;;;;;;;;;;
691;;;;;;;;;;;;;;-690;;;;;;;;;;;;;;;;;;;
692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,692;;
694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-265;;;
695;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
696;;;-265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;;;;;;;;;;;;;;;;;;;;;;;;;;;78,427;;;;;;
698;;;;;;;;;;;;;;;;;;;;-16,045;;;;;;;;;;;;;
699;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
700;;;;;;;;;;;;;;;;;;-15,448;;;;;;;;;;;;;;;
701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
702;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
703;;;;;;;;;;;;46,934;;;;;;;;;;;;;;;;;;;;;
704;;;;;;;;;;;;;;;;;;;;;;;;;192,556;;;;;;;;
705;;;;;;;;-98,544;;;;;;;;;;;;;;;;;;;;;;;;;
706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,012;;;;
707;;;;;;;;;;;;;;;-45,232;;;;;;;;;;;;;;;;;;
708;;;;;;;;;;;;;;;;;;;;;;;;;;19,797;;;;;;;
709;;;;;;;;;-20,259;;;;;;;;;;;;;;;;;;;;;;;;
710;;;;;;;;;;;;;-15,658;;;;;;;;;;;;;;;;;;;;
711;;;;;;;-3,549;;;;;;;;;;;;;;;;;;;;;;;;;;
712;;;;;;;;;;;;;;;;69,672;;;;;;;;;;;;;;;;;
713;;;;;;;;;;;;;;-95,235;;;;;;;;;;;;;;;;;;;
714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,78;;
716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-311;;;
717;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
718;;;-311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;;;;;;;;;;;;;;;;;;;;;;;;;;;48,469;;;;;;
720;;;;;;;;;;;;;;;;;;;;16,379;;;;;;;;;;;;;
721;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
722;;;;;;;;;;;;;;;;;;-13,504;;;;;;;;;;;;;;;
723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
724;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
725;;;;;;;;;;;;51,344;;;;;;;;;;;;;;;;;;;;;
726;;;;;;;;;;;;;;;;;;;;;;;;;188,228;;;;;;;;
727;;;;;;;;-92,209;;;;;;;;;;;;;;;;;;;;;;;;;
728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,019;;;;
729;;;;;;;;;;;;;;;-30,157;;;;;;;;;;;;;;;;;;
730;;;;;;;;;;;;;;;;;;;;;;;;;;16,113;;;;;;;
731;;;;;;;;;-19,533;;;;;;;;;;;;;;;;;;;;;;;;
732;;;;;;;;;;;;;-14,067;;;;;;;;;;;;;;;;;;;;
733;;;;;;;-574;;;;;;;;;;;;;;;;;;;;;;;;;;
734;;;;;;;;;;;;;;;;2,901;;;;;;;;;;;;;;;;;
735;;;;;;;;;;;;;;-14,997;;;;;;;;;;;;;;;;;;;
736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65,862;;
738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-241;;;
739;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
740;;;-241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741;;;;;;;;;;;;;;;;;;;;;;;;;;;65,621;;;;;;
742;;;;;;;;;;;;;;;;;;;;-15,692;;;;;;;;;;;;;
743;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
744;;;;;;;;;;;;;;;;;;-11,815;;;;;;;;;;;;;;;
745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
746;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
747;;;;;;;;;;;;38,114;;;;;;;;;;;;;;;;;;;;;
748;;;;;;;;;;;;;;;;;;;;;;;;;166,337;;;;;;;;
749;;;;;;;;-62,65;;;;;;;;;;;;;;;;;;;;;;;;;
750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,687;;;;
751;;;;;;;;;;;;;;;-40,091;;;;;;;;;;;;;;;;;;
752;;;;;;;;;;;;;;;;;;;;;;;;;;13,44;;;;;;;
753;;;;;;;;;-17,48;;;;;;;;;;;;;;;;;;;;;;;;
754;;;;;;;;;;;;;-13,181;;;;;;;;;;;;;;;;;;;;
755;;;;;;;-538;;;;;;;;;;;;;;;;;;;;;;;;;;
756;;;;;;;;;;;;;;;;2,898;;;;;;;;;;;;;;;;;
757;;;;;;;;;;;;;;-25,23;;;;;;;;;;;;;;;;;;;
758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63,596;;
760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,049;;;
761;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
762;;;-1,049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
763;;;;;;;;;;;;;;;;;;;;;;;;;;;62,547;;;;;;
764;;;;;;;;;;;;;;;;;;;;-17,917;;;;;;;;;;;;;
765;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
766;;;;;;;;;;;;;;;;;;-9,245;;;;;;;;;;;;;;;
767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
768;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
769;;;;;;;;;;;;35,385;;;;;;;;;;;;;;;;;;;;;
770;;;;;;;;;;;;;;;;;;;;;;;;;185,744;;;;;;;;
771;;;;;;;;-122,278;;;;;;;;;;;;;;;;;;;;;;;;;
772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63,466;;;;
773;;;;;;;;;;;;;;;-24,023;;;;;;;;;;;;;;;;;;
774;;;;;;;;;;;;;;;;;;;;;;;;;;10,302;;;;;;;
775;;;;;;;;;-20,639;;;;;;;;;;;;;;;;;;;;;;;;
776;;;;;;;;;;;;;-12,328;;;;;;;;;;;;;;;;;;;;
777;;;;;;;-549;;;;;;;;;;;;;;;;;;;;;;;;;;
778;;;;;;;;;;;;;;;;2,596;;;;;;;;;;;;;;;;;
779;;;;;;;;;;;;;;-3,405;;;;;;;;;;;;;;;;;;;
780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,443;;
782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,708;;;
783;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;
784;;;-1,715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
785;;;;;;;;;;;;;;;;;;;;;;;;;;;37,735;;;;;;
786;;;;;;;;;;;;;;;;;;;;-3,924;;;;;;;;;;;;;
787;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
788;;;;;;;;;;;;;;;;;;-7,5;;;;;;;;;;;;;;;
789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
790;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
791;;;;;;;;;;;;26,311;;;;;;;;;;;;;;;;;;;;;
792;;;;;;;;;;;;;;;;;;;;;;;;;402,452;;;;;;;;
793;;;;;;;;-377,181;;;;;;;;;;;;;;;;;;;;;;;;;
794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,271;;;;
795;;;;;;;;;;;;;;;-13,544;;;;;;;;;;;;;;;;;;
796;;;;;;;;;;;;;;;;;;;;;;;;;;11,179;;;;;;;
797;;;;;;;;;-20,74;;;;;;;;;;;;;;;;;;;;;;;;
798;;;;;;;;;;;;;-26,424;;;;;;;;;;;;;;;;;;;;
799;;;;;;;-635;;;;;;;;;;;;;;;;;;;;;;;;;;
800;;;;;;;;;;;;;;;;16,738;;;;;;;;;;;;;;;;;
801;;;;;;;;;;;;;;6,338;;;;;;;;;;;;;;;;;;;
802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,727;;
804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
805;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
806;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
807;;;;;;;;;;;;;;;;;;;;;;;;;;;11,728;;;;;;
808;;;;;;;;;;;;;;;;;;;;13,322;;;;;;;;;;;;;
809;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
810;;;;;;;;;;;;;;;;;;-4,755;;;;;;;;;;;;;;;
811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
812;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
813;;;;;;;;;;;;20,295;;;;;;;;;;;;;;;;;;;;;
814;;;;;;;;;;;;;;;;;;;;;;;;;304,883;;;;;;;;
815;;;;;;;;-234,763;;;;;;;;;;;;;;;;;;;;;;;;;
816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,12;;;;
817;;;;;;;;;;;;;;;-276;;;;;;;;;;;;;;;;;;
818;;;;;;;;;;;;;;;;;;;;;;;;;;12,068;;;;;;;
819;;;;;;;;;-17,594;;;;;;;;;;;;;;;;;;;;;;;;
820;;;;;;;;;;;;;-12,312;;;;;;;;;;;;;;;;;;;;
821;;;;;;;-786;;;;;;;;;;;;;;;;;;;;;;;;;;
822;;;;;;;;;;;;;;;;19,809;;;;;;;;;;;;;;;;;
823;;;;;;;;;;;;;;-1,461;;;;;;;;;;;;;;;;;;;
824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69,844;;
826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,205;;;
827;;;;;;;;;;;;;;;;;;;;;;;1,207;;;;;;;;;;
828;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
829;;;;;;;;;;;;;;;;;;;;;;;;;;;71,049;;;;;;
830;;;;;;;;;;;;;;;;;;;;-8,679;;;;;;;;;;;;;
831;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
832;;;;;;;;;;;;;;;;;;-13,961;;;;;;;;;;;;;;;
833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
834;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
835;;;;;;;;;;;;48,409;;;;;;;;;;;;;;;;;;;;;
836;;;;;;;;;;;;;;;;;;;;;;;;;149,993;;;;;;;;
837;;;;;;;;-53,31;;;;;;;;;;;;;;;;;;;;;;;;;
838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,683;;;;
839;;;;;;;;;;;;;;;-24,014;;;;;;;;;;;;;;;;;;
840;;;;;;;;;;;;;;;;;;;;;;;;;;10,77;;;;;;;
841;;;;;;;;;-16,031;;;;;;;;;;;;;;;;;;;;;;;;
842;;;;;;;;;;;;;-10,873;;;;;;;;;;;;;;;;;;;;
843;;;;;;;-705;;;;;;;;;;;;;;;;;;;;;;;;;;
844;;;;;;;;;;;;;;;;2,427;;;;;;;;;;;;;;;;;
845;;;;;;;;;;;;;;-9,602;;;;;;;;;;;;;;;;;;;
846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72,669;;
848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;
849;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
850;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
851;;;;;;;;;;;;;;;;;;;;;;;;;;;72,667;;;;;;
852;;;;;;;;;;;;;;;;;;;;-17,431;;;;;;;;;;;;;
853;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
854;;;;;;;;;;;;;;;;;;-11,858;;;;;;;;;;;;;;;
855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
856;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
857;;;;;;;;;;;;43,378;;;;;;;;;;;;;;;;;;;;;
858;;;;;;;;;;;;;;;;;;;;;;;;;210,938;;;;;;;;
859;;;;;;;;-130,989;;;;;;;;;;;;;;;;;;;;;;;;;
860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,949;;;;
861;;;;;;;;;;;;;;;-15,752;;;;;;;;;;;;;;;;;;
862;;;;;;;;;;;;;;;;;;;;;;;;;;9,124;;;;;;;
863;;;;;;;;;-14,181;;;;;;;;;;;;;;;;;;;;;;;;
864;;;;;;;;;;;;;-9,685;;;;;;;;;;;;;;;;;;;;
865;;;;;;;-779;;;;;;;;;;;;;;;;;;;;;;;;;;
866;;;;;;;;;;;;;;;;2,057;;;;;;;;;;;;;;;;;
867;;;;;;;;;;;;;;-2,288;;;;;;;;;;;;;;;;;;;
868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,197;;
870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
871;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
872;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
873;;;;;;;;;;;;;;;;;;;;;;;;;;;64,197;;;;;;
874;;;;;;;;;;;;;;;;;;;;-11,672;;;;;;;;;;;;;
875;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
876;;;;;;;;;;;;;;;;;;-14,519;;;;;;;;;;;;;;;
877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
878;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
879;;;;;;;;;;;;38,006;;;;;;;;;;;;;;;;;;;;;
880;;;;;;;;;;;;;;;;;;;;;;;;;152,492;;;;;;;;
881;;;;;;;;-70,234;;;;;;;;;;;;;;;;;;;;;;;;;
882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,258;;;;
883;;;;;;;;;;;;;;;-21,879;;;;;;;;;;;;;;;;;;
884;;;;;;;;;;;;;;;;;;;;;;;;;;12,398;;;;;;;
885;;;;;;;;;-14,586;;;;;;;;;;;;;;;;;;;;;;;;
886;;;;;;;;;;;;;-10,816;;;;;;;;;;;;;;;;;;;;
887;;;;;;;-871;;;;;;;;;;;;;;;;;;;;;;;;;;
888;;;;;;;;;;;;;;;;1,243;;;;;;;;;;;;;;;;;
889;;;;;;;;;;;;;;-9,247;;;;;;;;;;;;;;;;;;;
890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,379;;
892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25;;;
893;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
894;;;-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
895;;;;;;;;;;;;;;;;;;;;;;;;;;;60,354;;;;;;
896;;;;;;;;;;;;;;;;;;;;1,026;;;;;;;;;;;;;
897;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
898;;;;;;;;;;;;;;;;;;-11,24;;;;;;;;;;;;;;;
899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
900;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
901;;;;;;;;;;;;50,14;;;;;;;;;;;;;;;;;;;;;
902;;;;;;;;;;;;;;;;;;;;;;;;;129,33;;;;;;;;
903;;;;;;;;-73,439;;;;;;;;;;;;;;;;;;;;;;;;;
904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55,891;;;;
905;;;;;;;;;;;;;;;-45,929;;;;;;;;;;;;;;;;;;
906;;;;;;;;;;;;;;;;;;;;;;;;;;9,332;;;;;;;
907;;;;;;;;;-12,466;;;;;;;;;;;;;;;;;;;;;;;;
908;;;;;;;;;;;;;-38,679;;;;;;;;;;;;;;;;;;;;
909;;;;;;;-1,04;;;;;;;;;;;;;;;;;;;;;;;;;;
910;;;;;;;;;;;;;;;;1,664;;;;;;;;;;;;;;;;;
911;;;;;;;;;;;;;;-4,74;;;;;;;;;;;;;;;;;;;
912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,962;;
914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-350;;;
915;;;;;;;;;;;;;;;;;;;;;;;293;;;;;;;;;;
916;;;-643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
917;;;;;;;;;;;;;;;;;;;;;;;;;;;9,612;;;;;;
918;;;;;;;;;;;;;;;;;;;;-1,97;;;;;;;;;;;;;
919;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
920;;;;;;;;;;;;;;;;;;-4,457;;;;;;;;;;;;;;;
921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
922;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
923;;;;;;;;;;;;3,185;;;;;;;;;;;;;;;;;;;;;
924;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
925;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
931;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;
932;;;;;;;;;;;;;;;;476,209;;;;;;;;;;;;;;;;;
933;;;;;;;;;;;;;;-53,318;;;;;;;;;;;;;;;;;;;
934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,881;
935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;;;;;;;;;;;;;;;;;;;;;;;;341,734;;;;;;;;;
937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
939;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
940;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;;;;;;;;;;;;;;;;;;;;-358,014;;;;;;;;;;;;;
943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
944;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;
945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
946;;;;;;;;;;;;;;;;;-179,888;;;;;;;;;;;;;;;;
947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
948;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
949;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;;;;;;-528,467;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;
956;;;;;;;;;;;;;;;;289,77;;;;;;;;;;;;;;;;;
957;;;;;;;;;;;;;;-56,673;;;;;;;;;;;;;;;;;;;
958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,535;
959;;;;;;;;;;-674,932;;;;;;;;;;;;;;;;;;;;;;;
960;;;;;;;;;;;;;;;;;;;;;;;;186,131;;;;;;;;;
961;;;;;-861,063;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
963;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
964;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;;;;;;;;;;;917,454;;;;;;;;;;;;;;;;;;;;;;
968;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;
969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
970;;;;;;;;;;;;;;;;;-136,267;;;;;;;;;;;;;;;;
971;;;;;;;;;;;;223;;;;;;;;;;;;;;;;;;;;;
972;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
973;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;;;;;;-520,78;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;
980;;;;;;;;;;;;;;;;258,148;;;;;;;;;;;;;;;;;
981;;;;;;;;;;;;;;-67,663;;;;;;;;;;;;;;;;;;;
982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,269;
983;;;;;;;;;;-698,822;;;;;;;;;;;;;;;;;;;;;;;
984;;;;;;;;;;;;;;;;;;;;;;;;122,87;;;;;;;;;
985;;;;;-821,692;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
987;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
988;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;;;;;;;;;;;;;;;;;;;;-577,296;;;;;;;;;;;;;
991;;;;;;;;;;;356,837;;;;;;;;;;;;;;;;;;;;;;
992;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;
993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
994;;;;;;;;;;;;;;;;;-111,685;;;;;;;;;;;;;;;;
995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
997;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;;;;;;-555,659;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;
1004;;;;;;;;;;;;;;;;314,82;;;;;;;;;;;;;;;;;
1005;;;;;;;;;;;;;;-52,688;;;;;;;;;;;;;;;;;;;
1006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,032;
1007;;;;;;;;;;-872,595;;;;;;;;;;;;;;;;;;;;;;;
1008;;;;;;;;;;;;;;;;;;;;;;;;123,663;;;;;;;;;
1009;;;;;-996,258;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
1011;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
1012;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1014;;;;;;;;;;;;;;;;;;;;-681,759;;;;;;;;;;;;;
1015;;;;;;;;;;;343,246;;;;;;;;;;;;;;;;;;;;;;
1016;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;
1017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1018;;;;;;;;;;;;;;;;;-90,696;;;;;;;;;;;;;;;;
1019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
